Case #1: Impossible
22 1 239007
41 3 240253
15 42 240518
12 41 243267
35 8 246373
22 33 246588
4 3 251378
34 30 252050
39 16 253527
37 9 253529
46 1 254136
22 44 254988
39 45 255106
28 34 256159
25 19 256292
13 18 258428
39 14 265242
23 22 270508
36 18 270918
21 34 273203
6 13 273826
31 26 280813
44 33 287965
22 39 288612
14 16 289675
37 11 290009
29 11 293408
37 33 293657
16 12 295472
12 18 295665
46 36 295887
44 34 295951
27 17 296346
18 43 299432
34 2 304924
43 6 309262
46 23 313471
34 22 317601
6 31 317759
31 16 319716
39 33 321595
28 6 322926
17 32 324290
46 43 324401
3 37 330100
18 4 330741
8 29 330971
42 30 332675
24 41 334430
18 24 335471
34 18 336063
4 6 336798
3 19 338032
16 8 341820
17 26 345724
32 31 347245
30 32 348303
26 29 348569
33 1 348779
22 12 349520
24 45 368367
22 4 384569
37 32 385226
36 33 390530
16 26 401928
8 24 406290
32 29 407451
36 42 407787
43 27 420735
31 20 426106
26 12 427352
27 6 465178
20 23 466597
5 20 499789
15 20 510925
28 20 512398
32 24 516499
32 33 526548
20 7 528410
34 20 545020
22 20 555366
20 33 627375
Case #41: 46
15 2 20645
16 17 31184
17 1 33415
8 6 55304
4 9 69754
5 9 72001
6 9 77638
7 2 90212
13 17 105689
4 6 110006
14 2 112112
7 9 140374
5 16 146745
1 12 149975
7 14 161034
10 8 168915
12 15 170922
10 5 172420
6 17 174662
9 2 183489
4 15 184134
9 10 191249
8 3 197860
10 4 223617
6 15 240482
7 12 240489
3 14 248826
3 10 249814
9 14 254311
14 12 262389
2 1 266274
17 10 266910
14 4 275601
7 13 276332
10 15 287960
11 9 290609
11 17 296605
2 8 301777
11 6 330861
12 9 333766
15 3 340293
15 13 345899
8 14 372599
11 15 404989
16 3 424625
11 14 496456
Case #42: 65
7 18 15718
6 14 21973
16 3 25560
15 18 27828
17 16 28295
13 5 34753
22 18 38994
7 12 39931
19 11 46319
4 14 49951
2 18 53809
6 23 58282
7 11 58351
5 3 61242
14 19 62057
13 9 62072
11 13 62786
21 18 71893
11 24 72438
5 19 74352
7 5 86384
11 3 89275
11 17 100694
21 11 111923
20 12 117028
16 19 118718
13 10 126137
21 14 127661
7 16 130750
16 21 131122
6 12 134901
10 16 135605
22 23 135852
4 24 138127
3 20 142516
24 16 144837
17 20 145251
7 1 147085
9 18 152481
8 4 155053
4 15 164020
24 23 168431
5 20 176773
2 13 177025
19 10 184087
20 11 189355
16 1 199623
15 17 202548
1 21 203260
9 20 204092
24 10 210206
21 20 213134
22 17 213714
12 10 220915
1 20 224182
10 4 235690
10 15 239665
6 1 242055
24 1 248223
10 21 249691
22 10 250831
13 8 251705
10 20 252561
1 10 275229
1 8 282321
Case #43: Impossible
Case #44: 30
27 24 99626
29 11 148348
16 12 177305
21 27 253387
30 23 337536
13 21 377434
31 13 517834
38 36 570886
38 19 575113
19 16 628414
29 7 645284
11 24 662955
33 13 663999
9 4 696680
18 27 701077
41 26 702119
38 30 726402
24 41 743361
34 12 757345
27 33 777922
14 8 779442
26 33 846430
34 4 875428
26 9 901429
38 16 925833
35 15 943077
12 14 961949
35 33 970459
3 15 975626
38 3 987445
Case #45: 46
2 7 58303
7 8 116930
5 12 152407
21 27 160477
7 10 165287
28 25 180487
11 1 208183
12 22 231327
4 2 233914
11 12 258478
23 17 308902
23 9 312613
18 2 318315
3 12 326875
18 28 327163
4 20 328516
9 6 331078
13 5 333641
23 2 339698
11 18 346338
10 16 351851
14 20 357193
12 7 393112
10 25 395229
6 15 395476
4 18 431798
1 15 443674
11 14 469962
3 16 472786
26 1 481213
22 18 518301
3 1 524685
17 15 548586
20 3 567082
15 9 571497
15 12 624887
1 29 641709
26 17 715374
20 27 742471
27 16 776130
21 10 838792
29 21 840497
19 15 860197
19 24 886485
3 29 905782
27 28 913239
Case #46: 98
14 1 1073
31 10 2177
33 9 5263
14 3 12333
23 14 15140
33 19 24704
7 6 25228
24 15 25490
8 9 25851
9 27 27614
2 23 29311
15 5 29945
3 2 32118
19 23 36622
3 19 39429
20 33 40115
8 31 41417
5 24 41906
12 3 42721
10 20 44364
16 24 45145
8 19 45292
23 12 45528
19 27 47055
21 4 48553
5 18 51393
21 7 51796
5 7 54097
9 23 56063
16 7 56185
9 30 56944
3 9 58870
19 32 64467
7 27 67070
7 24 70612
22 25 73723
30 23 74125
3 30 76932
6 4 78946
10 6 81395
10 19 82001
9 32 83908
7 12 84423
11 22 85690
29 17 87076
1 28 90038
20 2 96627
7 11 101453
30 32 101970
4 3 102461
24 9 102497
23 13 102782
28 19 104365
4 23 105268
13 3 105589
17 5 107622
17 13 107889
28 26 108393
14 29 110511
20 14 111133
8 18 112724
14 6 113736
30 21 119377
30 10 119504
11 14 120003
21 23 121212
20 6 121326
24 19 121938
16 3 122518
9 28 123806
3 21 124019
23 16 125325
12 13 129963
33 25 130325
21 15 134324
22 24 139868
22 3 148361
17 6 151206
22 27 154416
19 21 156880
30 26 163802
12 26 163867
2 22 174865
2 15 179351
26 19 181985
22 19 182176
25 26 185910
21 28 186239
17 4 187300
10 17 195640
28 4 201139
26 9 201426
22 18 206445
22 30 219679
29 31 219708
26 16 247782
22 13 248336
11 17 250034
Case #47: 10
5 4 14508
7 8 121322
6 4 173177
8 4 199730
1 4 206052
5 7 209974
3 4 277539
2 8 441364
5 2 530016
1 2 654821
Case #48: 23
11 9 1464
5 4 20493
11 10 42918
6 11 76321
10 2 144153
7 8 147187
7 2 178787
9 8 201333
7 10 237612
4 1 369061
2 12 507094
1 3 528546
11 12 583379
9 5 589176
10 3 599962
4 11 608205
12 8 618668
1 6 634031
11 1 643546
3 7 645081
5 6 664033
1 7 672575
2 5 724694
Case #49: 264
46 41 389
30 47 3488
50 6 4429
30 27 4549
17 20 5556
2 27 6397
44 26 9897
22 29 13298
50 25 14113
29 30 17773
20 50 19094
26 12 19309
22 28 25362
47 50 25928
5 14 30497
2 26 33134
46 27 33385
46 22 33459
45 34 34417
9 48 35482
13 23 36343
22 44 36560
40 21 38490
39 20 38982
12 21 39932
26 29 39961
13 9 40211
21 30 41567
25 5 42679
23 42 44074
13 41 44485
23 16 44819
12 22 45972
20 12 46089
41 28 46268
38 22 46403
17 2 48391
40 49 49534
40 45 50230
26 28 52025
45 27 52094
43 30 52182
45 29 52524
17 5 53216
48 11 53309
34 21 54303
33 10 54407
22 17 54862
29 17 55218
5 31 55727
31 26 55977
38 40 55995
50 9 58886
28 50 59253
17 26 59842
26 46 60122
30 32 61788
27 24 62678
32 22 62775
9 3 64038
28 45 64588
17 48 64873
14 8 65698
36 9 66607
39 36 67174
38 41 67309
13 48 67957
34 48 68035
39 23 69558
41 44 69559
43 22 69599
7 2 70768
22 14 71550
46 48 71829
20 28 72838
42 3 72952
32 7 73096
23 32 74127
32 26 75410
5 36 75852
4 32 76133
7 22 77239
49 10 77239
26 39 77346
25 8 77880
43 40 78325
43 12 79767
17 21 80465
1 22 80496
36 27 81251
28 43 81433
2 10 82007
36 2 82139
31 15 82576
22 31 82640
24 41 82809
24 17 82989
40 48 83848
23 30 84434
15 30 84669
3 2 85495
39 5 86642
10 46 87128
7 38 87675
32 3 87823
36 22 88610
32 6 88657
4 34 89048
50 10 90435
15 38 90630
50 13 91361
48 3 91784
14 41 92456
25 48 92524
28 15 92614
30 8 93183
5 12 93749
43 34 94138
25 38 94407
11 32 95822
44 25 96105
5 41 96305
45 15 96395
42 19 97338
40 22 97474
24 32 98557
13 36 99082
20 45 99644
23 34 99649
3 28 100779
28 36 101030
29 23 101378
1 25 101744
23 22 101851
38 13 102452
38 43 103060
36 41 103343
44 36 103487
6 42 103521
37 33 103819
32 39 103955
32 17 104695
21 14 104798
3 16 104989
15 3 105242
4 46 105449
40 44 106427
39 16 106641
42 36 106813
41 34 107491
39 1 107519
19 50 108282
4 50 108756
33 32 112219
19 3 113434
14 23 114081
21 36 114213
5 45 114625
7 37 116015
36 24 116737
26 48 117923
14 9 117949
20 42 118186
15 48 118564
20 16 118931
7 49 119599
40 24 119677
45 1 119722
24 14 121360
15 17 122114
44 34 122240
19 39 122822
36 3 122909
12 15 126166
7 24 126200
1 14 126310
32 40 126361
23 15 127174
19 32 127391
7 34 127857
16 5 128403
11 42 128997
24 15 129155
33 25 130729
36 10 131450
38 39 132861
20 3 134282
47 33 135101
23 38 135312
24 34 135490
7 14 135847
5 4 137322
40 5 138039
38 9 139180
23 31 139311
24 48 141070
8 48 142178
19 45 142621
23 1 142649
40 1 143136
3 5 143754
14 11 144379
9 1 146517
29 37 147493
8 32 147995
4 36 149771
18 45 150542
15 4 151026
18 44 151268
11 2 152126
10 11 153634
4 9 154128
37 28 154701
22 19 155115
8 13 155128
24 42 156091
24 4 156609
41 37 159406
42 40 159536
40 16 160281
37 27 160717
11 8 160986
33 39 162852
8 42 162859
4 43 163456
18 24 164518
39 34 166334
49 14 166708
18 2 167827
7 8 170549
11 28 171017
18 22 173709
18 43 178637
18 12 178734
8 3 178955
18 28 180400
11 1 181163
40 37 191655
24 33 192695
37 43 193000
19 1 195913
33 1 201668
35 14 211676
18 36 215285
23 18 215774
18 9 219642
32 18 224131
37 36 235613
18 5 236755
13 18 239689
18 33 241259
18 3 247657
35 25 272108
35 30 274907
9 35 278507
20 35 289833
1 35 290207
35 49 294294
35 28 295646
10 35 301145
35 26 309889
13 35 310982
16 35 319458
7 35 320289
Case #50: 112
14 32 159
1 38 559
36 23 1495
28 38 2379
8 24 2575
23 28 2892
16 6 3778
3 39 4004
45 14 4122
9 34 4600
11 33 6627
34 8 13006
40 14 15188
6 14 15535
35 17 15681
13 4 17145
27 17 18266
6 33 18271
14 25 20656
16 24 20853
17 4 21738
21 2 22011
30 8 22202
31 6 24312
14 10 26460
12 22 26821
20 38 28974
2 6 29065
17 2 29149
19 12 29210
35 1 30610
42 15 30954
23 34 31304
38 6 31694
15 13 36767
8 11 37622
31 21 37953
19 8 38792
45 42 43879
7 43 45523
39 33 46024
45 18 47116
29 42 47312
20 11 51409
19 14 51989
27 9 55002
21 26 55295
39 27 57677
3 6 60291
14 30 62157
7 26 62662
44 42 65764
12 40 66011
25 28 66370
18 7 67764
36 43 68645
11 37 68678
18 9 69597
31 39 70264
27 11 70744
8 37 71417
21 9 72950
37 19 73070
31 30 73528
35 41 79657
37 6 80322
18 23 81013
3 8 86269
27 44 87465
44 2 87591
6 41 89880
43 40 90853
44 4 91320
44 33 91724
35 44 91914
14 37 95575
26 24 98148
3 20 100056
4 25 103316
37 3 104071
22 6 112074
12 41 112111
39 41 117633
5 3 119962
17 7 121921
26 11 124082
19 43 127654
41 34 128864
20 41 129645
41 37 133660
44 3 133744
13 30 134343
37 35 137881
41 30 138060
39 29 140487
1 5 141582
44 37 142103
43 12 143976
44 34 146819
3 26 147407
24 7 153445
7 3 157378
5 33 161982
44 41 163333
35 22 164947
43 37 171240
8 5 176241
44 7 180191
41 7 185897
19 5 194636
41 5 233591
5 29 256445
Case #51: Impossible
Case #52: 310
20 40 4946
13 42 7413
14 1 12974
25 41 13560
15 7 16050
32 30 16072
46 40 17016
30 11 21969
4 24 23301
12 42 23453
37 23 30830
26 43 35155
19 35 36269
4 16 39847
13 29 40865
44 9 45016
12 15 47109
30 41 48225
10 45 48528
43 36 50168
6 35 50701
43 37 50766
13 45 51440
30 1 55979
12 29 56905
38 14 57914
30 12 58280
46 41 59385
19 25 60012
26 44 61306
16 21 61349
32 23 61742
15 13 63149
14 20 65004
44 24 66505
46 29 66548
25 46 67104
12 45 67480
2 7 68090
27 22 68936
22 39 69060
10 4 69401
3 6 69611
22 24 73360
3 40 73368
8 13 73937
13 30 74320
46 14 77074
45 29 77479
4 36 78113
4 37 78711
20 25 79174
9 32 80219
43 23 80400
29 34 80653
6 5 80703
9 7 81058
5 2 81284
34 30 81596
16 44 83051
26 20 83202
37 30 84507
6 23 84548
29 31 85115
18 35 86801
21 3 86833
14 21 87580
44 6 87626
12 39 88049
19 5 88123
4 9 88220
31 24 90581
21 45 91826
32 36 91974
22 19 92010
42 10 92555
24 7 92881
28 42 93187
31 32 93206
35 9 93311
29 11 94110
22 13 94270
38 10 94977
24 34 95043
46 26 95272
17 2 96242
20 5 96629
31 25 97075
25 34 97878
43 24 97903
40 36 98221
40 37 98819
11 31 99103
12 19 100048
17 26 100806
1 28 100895
38 6 101737
8 7 103500
39 32 103671
13 14 104502
4 26 104510
35 39 104661
15 8 105006
38 5 105859
36 39 106518
4 3 106982
1 4 107025
37 39 107116
32 17 109231
1 8 109789
19 39 109961
1 42 110063
21 28 111197
24 13 111398
39 26 111580
20 30 111791
40 7 111976
20 42 112070
9 3 112221
10 44 112605
11 43 113304
46 4 113958
27 34 114097
34 42 114105
7 18 114427
16 43 114449
44 23 114623
6 36 114780
1 26 114953
41 39 115471
6 18 115650
29 32 116115
28 15 116843
29 22 117234
22 11 118101
27 31 118559
31 42 118567
4 12 118659
39 1 119210
40 38 119344
12 14 120542
37 44 121915
40 32 122917
9 5 123313
7 6 123668
36 21 123708
37 21 124306
28 36 124833
29 19 124873
22 15 125339
28 37 125431
28 8 125649
4 20 126028
4 41 126123
6 45 126639
29 28 126639
42 35 127690
16 34 127745
17 43 127889
28 30 128014
28 19 128276
15 14 128364
40 23 128453
40 11 128814
39 21 129512
29 14 130541
4 6 130830
23 2 131704
20 34 131872
17 6 132037
36 13 132147
16 31 132207
31 1 133113
41 36 133330
19 45 135448
33 31 135506
21 42 135853
20 31 136334
18 40 136522
26 6 137865
19 43 138035
11 8 138146
30 6 138901
26 35 139149
22 36 139319
24 20 139467
33 34 139968
18 38 140806
36 1 141084
4 11 141249
17 18 142579
12 36 143385
7 10 143492
19 1 144314
9 38 144347
4 27 144594
26 11 146685
27 12 147166
41 27 147839
20 35 148483
46 2 148876
34 6 148954
38 31 149772
3 44 150186
1 44 150229
29 5 151107
32 22 152582
6 24 153292
30 24 153638
23 15 153682
1 45 154090
35 8 154175
35 36 154745
38 42 155003
18 44 155252
35 37 155343
17 4 155834
45 20 156097
23 19 156197
28 27 156311
39 5 156515
28 46 156541
12 38 156594
22 3 157041
36 29 157246
9 36 157390
9 37 157988
9 18 158260
39 40 159764
43 3 160373
28 24 160735
20 2 160946
14 43 161120
23 8 162353
44 19 164186
8 41 164402
28 43 165050
45 43 165366
18 36 165911
2 21 166950
7 37 168462
20 28 168611
13 6 169205
45 9 169249
44 41 169327
22 23 169551
6 42 170666
13 5 172131
17 12 172761
9 17 174647
17 40 175942
25 38 176519
7 3 176562
17 34 177299
10 23 177746
18 23 178041
34 3 178724
18 41 178891
30 3 180213
28 31 180671
29 9 181259
37 45 182989
34 28 185133
12 6 185245
18 29 186054
19 36 186429
27 44 187798
13 17 188801
27 45 188904
5 30 192169
36 8 192585
12 43 193261
8 31 193311
42 26 194301
3 13 195079
33 6 195293
20 22 195852
14 18 196580
4 5 198517
8 6 200434
21 17 201429
17 19 203686
34 5 204361
8 5 204556
18 34 204584
8 27 205063
37 27 207657
26 31 208265
31 5 208823
31 18 209046
28 18 209777
19 21 211575
33 30 212640
18 21 213287
8 26 215670
8 16 216403
22 17 217040
43 27 219196
18 11 229047
4 33 229773
42 33 231515
9 33 237903
2 27 257837
33 44 258855
33 39 267554
36 33 271044
21 33 274933
33 28 285869
33 2 298215
43 33 304375
Case #53: 50
3 14 8622
30 25 105529
34 35 166182
38 15 167629
10 33 180857
11 41 195590
30 42 204242
3 42 214900
46 30 296448
49 30 303639
18 30 331803
7 25 361441
10 15 370321
35 4 373974
26 35 379764
23 35 393572
29 16 411052
46 17 456826
8 46 480690
2 10 490201
11 33 522876
46 44 524478
29 14 524598
7 29 525091
28 39 531722
43 42 532190
30 44 547648
36 23 607578
17 24 628740
4 40 630043
42 29 649862
30 45 655626
48 39 660203
21 28 660799
26 16 671534
29 28 681563
28 1 694779
18 19 700241
19 33 708426
7 23 724209
46 22 771871
11 49 791697
14 5 793662
16 23 801715
45 49 822678
6 49 843243
19 25 897635
20 50 938287
29 9 965690
36 12 977662
Case #54: Impossible
Case #55: 54
1 11 62343
1 15 71321
8 16 73306
2 13 76251
5 16 121877
3 18 140972
20 14 143883
14 7 151817
9 20 167136
16 20 170218
13 11 172807
13 9 174252
17 20 183073
12 2 187567
9 1 197498
14 13 197505
14 1 220751
15 19 237037
11 6 240085
8 13 244476
12 13 245872
16 1 247086
5 7 247359
14 6 264783
8 1 267722
12 3 281941
5 18 289514
16 6 291118
1 2 294153
7 19 303360
6 8 311754
14 10 321096
15 6 322921
11 17 323161
8 3 343725
15 12 351854
19 14 376128
4 11 397220
4 15 406198
2 7 411998
14 4 425219
17 3 449264
2 18 462000
4 5 463779
16 12 469712
18 6 470973
8 4 472190
7 4 472521
4 2 513061
17 6 529656
2 17 538629
18 10 583688
12 17 592178
12 4 594813
Case #56: 76
17 2 9822
5 10 28051
8 10 33638
3 5 33746
14 17 37527
9 13 90457
19 11 91799
20 12 93581
13 12 97387
20 14 100319
18 12 112405
4 3 114650
20 3 114704
11 7 116540
11 8 116905
6 17 120103
1 13 133988
14 5 145445
2 12 147059
15 8 148399
1 18 149006
8 17 149337
16 1 150639
14 7 150667
1 14 151311
3 2 152552
1 11 155823
2 10 158247
11 4 160013
19 10 175066
13 10 184729
6 3 184925
12 10 186025
13 3 190424
7 2 191520
12 3 191720
9 7 192652
1 5 194575
20 19 198154
1 8 200162
20 16 207619
12 19 211021
18 10 211952
13 2 213421
13 11 216609
18 3 217647
4 12 218032
8 6 219930
15 14 220765
6 4 221639
17 9 221911
15 4 223716
20 15 223770
16 18 226443
11 17 226798
2 11 230124
12 7 230688
2 15 231060
9 3 231620
18 11 231627
16 11 233260
18 9 235210
19 15 237178
13 14 241126
9 5 247135
4 17 250801
19 17 260946
2 16 261097
11 6 262497
9 11 276983
19 14 281070
13 15 299493
16 9 301882
15 18 326713
9 6 335518
16 6 371378
Case #57: 10
6 2 152246
5 2 163419
4 1 171419
3 6 195678
7 8 423016
4 6 471215
3 8 560556
4 3 586769
5 1 622201
1 7 634756
Case #58: 72
16 25 1520
23 5 8561
6 7 9823
25 9 19752
19 16 37299
10 8 48145
15 16 52811
10 25 60769
15 2 60955
9 7 65766
19 8 66499
8 11 70340
22 16 73255
23 16 73926
7 2 74257
13 10 79752
23 9 95069
10 19 96548
23 21 98901
8 13 99885
19 22 100638
25 12 104001
22 11 104479
10 2 109937
10 15 112060
24 8 116510
16 4 118461
2 22 123943
19 11 124775
20 9 126303
11 2 129078
23 10 133175
15 5 135169
16 3 136544
4 13 138964
13 16 139001
24 14 146299
5 11 146621
22 6 146676
24 22 150649
8 2 154486
18 1 161912
2 17 164255
5 24 167532
20 6 168830
7 8 170992
21 25 174218
25 14 174973
12 23 176407
11 4 177697
3 4 195700
24 12 196327
13 7 202599
8 21 206192
22 3 207045
16 18 209705
4 18 213264
17 25 213423
5 13 215737
4 24 223867
11 3 224020
1 19 224600
12 3 236271
14 23 250290
1 4 265458
21 18 268475
1 2 273518
5 1 273953
7 18 276899
3 24 284633
1 14 297608
7 1 329093
Case #59: 68
2 26 678
12 6 1927
13 3 3657
7 31 3889
5 29 4051
28 11 7489
6 14 7848
7 29 10007
13 4 13069
4 28 16056
10 9 20373
8 19 26957
6 7 32483
12 9 32513
25 32 35525
31 26 35624
30 21 37001
9 14 38434
15 1 40894
8 15 42069
20 28 44152
6 10 50959
31 30 52520
7 3 57357
13 31 57589
13 12 57757
14 20 60533
27 14 60593
21 23 62562
9 7 63069
13 29 63707
5 11 64403
30 25 66173
7 4 66769
15 4 67793
16 14 69682
24 2 69816
16 21 71507
7 19 81985
26 22 82018
17 1 82359
25 31 88305
13 24 88995
24 5 94736
17 3 94966
23 7 98177
6 1 101726
24 31 104762
15 14 105214
23 10 108670
3 23 112808
21 22 116827
3 32 117398
19 4 120734
32 17 128029
23 14 131620
18 22 132120
1 9 132312
11 32 134554
12 17 141564
11 22 142263
2 1 148048
2 16 148645
14 18 164843
18 31 166844
24 1 169954
18 25 179285
18 10 194877
Case #60: Impossible
Case #61: 170
15 38 401
18 41 450
17 24 1066
2 38 4135
29 22 5625
42 4 5708
10 1 6874
36 7 6876
18 20 8403
41 16 9818
24 35 10847
15 19 11039
3 8 11573
24 42 12049
40 41 12797
6 15 14415
43 28 14529
17 11 15611
11 35 17291
33 5 18358
33 1 18999
31 40 19286
33 15 20603
4 30 20820
33 26 23964
9 22 24947
37 33 26348
32 22 26502
41 39 26745
42 34 27117
35 30 27730
19 35 28680
34 29 29028
15 12 29757
4 19 33186
30 22 34042
21 38 35294
24 34 36762
14 34 36786
36 27 36867
30 26 37262
9 14 38330
15 42 38517
22 36 38688
17 21 38752
42 37 39052
42 21 39230
14 32 39885
37 35 40254
35 21 40432
30 11 42617
11 34 43206
12 6 43370
7 18 44105
29 31 45501
34 21 45535
31 34 45557
20 36 45632
6 1 45855
18 26 46385
13 4 47801
6 21 49308
29 28 49596
23 8 50074
42 20 50358
38 9 50531
26 6 50820
39 29 50839
39 34 50895
17 40 51105
35 20 51560
37 6 53204
16 7 53473
19 34 54595
11 15 54606
11 37 55141
20 12 56417
7 40 56452
28 14 57354
20 29 58507
14 39 58597
14 7 58947
12 32 60016
31 13 60214
12 40 60361
17 6 62537
35 14 62701
18 11 63244
39 36 63524
6 9 64545
12 21 64650
39 17 65053
13 39 65552
4 7 66325
11 20 66447
38 16 67102
10 43 67397
14 4 68245
6 41 69085
31 35 71472
8 40 71947
14 40 72545
4 25 72556
16 11 72612
9 43 72792
27 41 73646
39 12 74309
14 41 75118
39 35 76810
25 36 77440
42 28 77709
20 19 77836
13 2 78578
12 29 78816
28 35 78911
41 2 78964
13 21 79328
9 12 79887
36 35 80111
26 36 83614
36 12 84343
2 29 84745
9 35 85515
25 22 85778
32 35 87070
7 11 88122
32 38 89372
7 21 91227
8 13 92197
25 11 94353
6 29 94624
33 13 95555
21 16 95753
6 31 96894
8 24 97135
39 3 97468
32 16 97762
40 25 97858
13 22 98436
22 1 98470
25 14 99161
34 10 99231
6 14 102382
6 36 105864
31 2 106773
10 14 107477
38 43 107848
43 11 108327
14 33 108651
35 23 109410
34 3 109456
42 23 110612
13 14 111819
13 12 112069
36 2 115743
13 28 119802
8 36 121523
8 29 126911
36 23 129316
25 5 131320
14 8 134669
34 23 135325
39 23 135969
43 12 137204
10 25 138835
27 8 142523
33 23 147022
25 3 149894
28 3 164386
12 23 171923
Case #62: 3
4 2 4
1 4 5
2 3 5
Case #63: 113
9 21 13660
34 13 29213
4 24 32719
35 11 36196
34 11 42245
4 32 43003
24 31 46397
3 35 60644
31 29 63173
24 25 64872
32 34 71476
33 3 73850
29 11 74246
4 16 74747
9 20 77721
10 32 79613
11 31 83299
13 7 92918
6 33 93358
25 27 98189
29 34 98536
29 3 99786
33 31 100432
35 16 102105
35 29 104585
16 25 106900
33 4 107322
31 34 107589
28 6 109135
9 11 111015
16 33 111461
35 7 116082
13 22 119363
11 10 126799
12 4 132203
6 5 132262
27 3 133107
26 24 135465
17 12 135715
23 13 136529
34 20 138955
33 25 139475
32 21 144541
10 6 145341
3 31 146187
9 3 149983
16 12 152921
3 2 153146
8 32 156768
17 28 160210
33 9 160417
28 20 161889
20 22 163662
25 12 164356
12 31 164454
6 17 165051
35 19 167613
4 36 169016
20 25 171486
5 34 173042
6 27 173546
9 22 176875
18 24 177341
28 16 177416
33 18 182424
29 8 183828
32 18 187625
3 10 189687
14 24 193335
4 7 197469
7 17 200981
6 19 201437
18 13 203794
21 28 208862
27 7 209476
17 30 211318
4 23 213728
9 15 215216
2 30 216672
12 5 216902
22 30 219683
3 5 226730
30 29 228069
18 12 231446
15 30 237694
8 13 240281
25 23 245881
14 35 246776
13 15 247237
7 21 249633
29 19 249905
8 23 252059
19 20 254191
12 26 254886
8 2 256265
36 6 276526
1 6 279828
30 10 280622
